Date,Market Cap,Volume,Open,Close
12/8/2023,13629003115.00,1665374462.00,0.09588,0.10155
12/7/2023,13475547183.00,3326965457.00,0.09476,0.09588
12/6/2023,13373976562.00,1490038367.00,0.09423,0.09476
12/5/2023,13027221618.00,1768396541.00,0.09171,0.09423
12/4/2023,12185988026.00,718543794.00,0.08551,0.09171
12/3/2023,12275553180.00,604637109.00,0.08637,0.08551
12/2/2023,11908937588.00,665143077.00,0.08390,0.08637
12/1/2023,11841786397.00,848972916.00,0.08334,0.08390
11/30/2023,11446816738.00,786625603.00,0.08042,0.08334
11/29/2023,11439720456.00,854430491.00,0.08070,0.08042
11/28/2023,11164886034.00,1027732430.00,0.07877,0.08070
11/27/2023,11128912003.00,448641656.00,0.07857,0.07877
11/26/2023,11201412321.00,395787120.00,0.07888,0.07857
11/25/2023,11090737749.00,506819857.00,0.07818,0.07888
11/24/2023,10812284499.00,351457446.00,0.07617,0.07818
11/23/2023,10755865910.00,596004099.00,0.07578,0.07617
11/22/2023,10235870898.00,1193059156.00,0.07226,0.07578
11/21/2023,11024244745.00,899387055.00,0.07765,0.07226
11/20/2023,11406419949.00,832921310.00,0.08044,0.07765
11/19/2023,11378917705.00,1789546148.00,0.08019,0.08044
11/18/2023,12197660687.00,2741468592.00,0.08602,0.08019
11/17/2023,11098518901.00,2029842816.00,0.07864,0.08602
11/16/2023,10811526653.00,641871029.00,0.07633,0.07864
11/15/2023,10285211833.00,958409110.00,0.07248,0.07633
11/14/2023,10617616038.00,1227712132.00,0.07487,0.07248
11/13/2023,11072475680.00,1069346891.00,0.07802,0.07487
11/12/2023,11019880831.00,1937887833.00,0.07838,0.07802
